date,transID,quantity,type,price,clientName,stationName,transactionType,transactionFor,journalTransactionID
2012-04-04 00:22:19,2462941467,1,Damage Control II,825999.92,Klabslus,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694325128
2012-04-04 00:22:11,2462941386,3,Capacitor Power Relay II,840000.00,Zevas,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694324509
2012-04-04 00:21:58,2462941241,1,Medium Energy Neutralizer II,3799999.97,BuildGeek,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694323845
2012-04-04 00:21:50,2462941163,1,Large Core Defense Field Extender I,13446398.00,Rhal79,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694323495
2012-04-04 00:21:14,2462940765,1,Limited Adaptive Invulnerability Field I,999993.37,Miss Dimple,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694321859
2012-04-04 00:21:01,2462940613,1,Large F-S9 Regolith Shield Induction,419999.99,Aeryn Aroo,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694321276
2012-04-04 00:20:45,2462940425,1,Limited Adaptive Invulnerability Field I,999993.37,Miss Dimple,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694320526
2012-04-04 00:19:55,2462939883,1,10MN MicroWarpdrive II,2159821.24,Selene MacGriff,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694318277
2012-04-04 00:19:40,2462939726,1,Large Shield Extender II,899998.99,Mangeled Metal,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694317670
2012-04-04 00:16:15,2462937716,4,Synth Mindflood Booster,2100000.00,Hibern Nix,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694308129
2012-04-04 00:15:28,2462937178,2,ECCM - Gravimetric II,1397999.99,Jitarianer,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694306015
2012-04-04 00:15:08,2462936956,2,10MN Afterburner II,1167977.99,Selene MacGriff,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694305116
2012-04-04 00:14:31,2462936517,4,Large S95a Partial Shield Transporter,788999.97,Tyche Beta,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694303338
2012-04-04 00:14:31,2462936516,3,Large S95a Partial Shield Transporter,788999.97,Commander Kempf,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694303335
2012-04-04 00:14:31,2462936515,3,Large S95a Partial Shield Transporter,788999.97,Majama Koos,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694303332
2012-04-02 03:52:51,2461133085,3000,Nanomechanical Microprocessor,42736.00,Ayn Heathen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686131151
2012-04-02 03:47:58,2461130252,275552,Sylramic Fibers,201.40,Kor Sellalot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686118495
2012-04-02 03:47:58,2461130251,80796,Sylramic Fibers,201.40,Johnny Pagoda,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686118492
2012-04-02 03:47:09,2461129790,57957,Ferrogel,8622.60,Devona Dunn,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686116404
2012-04-02 03:46:27,2461129398,7445,Hypersynaptic Fibers,3629.91,Joshua Miragor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686114824
2012-04-02 03:46:27,2461129396,5655,Hypersynaptic Fibers,3629.91,zelalot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686114818
2012-04-02 03:45:52,2461129095,60000,Fullerides,2780.00,Janumo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686113591
2012-04-02 03:45:04,2461128645,70331,Nanotransistors,6673.79,Dr Biggles,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686111764
2012-04-02 03:45:04,2461128643,9461,Nanotransistors,6673.79,Reign19k,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686111758
2012-04-02 03:44:27,2461128333,250000,Tungsten Carbide,113.98,Adonis Prime,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686110446
2012-04-02 03:43:41,2461127920,940033,Fernite Carbide,140.39,Anea Taggart,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686108604
2012-04-02 03:43:41,2461127919,162467,Fernite Carbide,140.39,Albert Sinmato,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686108601
2012-04-02 03:42:47,2461127444,218000,Titanium Carbide,116.25,Geldwor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686105807
2012-04-02 03:41:59,2461127020,5500,Fermionic Condensates,21379.78,Quotia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686103948
2012-04-02 03:29:03,2461119919,200,Tracking Enhancer I,26988.00,Lorin Edehiel,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686072116
2012-04-02 03:14:54,2461111944,88,Warp Scrambler I,70000.00,Deutscher Forscher,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686035756
2012-04-02 03:14:54,2461111943,1,Warp Scrambler I,70000.00,Grzebalec,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686035753
2012-04-02 03:08:41,2461108465,480,Datacore - Electronic Engineering,182454.05,Dictator IV,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686019613
2012-04-02 03:07:11,2461107662,400,Datacore - Nanite Engineering,306999.99,Jitabugger,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686015354
2012-04-02 03:05:09,2461106597,88,Warp Disruptor I,65000.00,Severain,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686010732
2012-04-02 03:04:59,2461106487,31,Warp Disruptor I,65000.00,Severain,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686010338
2012-04-02 03:04:59,2461106485,5,Warp Disruptor I,65000.00,Moctezuma Xocoyotzin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686010332
2012-04-02 03:04:59,2461106484,80,Warp Disruptor I,65000.00,Drake Sevin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686010329
2012-04-02 03:04:59,2461106483,3,Warp Disruptor I,65000.00,Vahyel,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686010326
2012-04-02 03:04:33,2461106215,65,Stasis Webifier I,35843.00,Animah Obdormiscere,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686009227
2012-04-02 03:04:33,2461106214,8,Stasis Webifier I,35843.00,Vioselle Naari,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686009224
2012-04-02 03:04:33,2461106213,269,Stasis Webifier I,35843.00,Deutscher Forscher,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686009221
2012-04-02 03:04:33,2461106211,5,Stasis Webifier I,35843.00,Dyson Peeps,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5686009212
2012-04-02 02:42:21,2461092441,1400,Fernite Carbide Composite Armor Plate,9349.75,Sir HyperChrist,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685947808
2012-04-02 02:40:29,2461091290,3000,Sustained Shield Emitter,16497.00,HAULTRON,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685943069
2012-04-02 02:16:47,2461075676,10000,Morphite,8439.77,Federick goodfather,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685875900
2012-04-02 01:57:18,2461064601,600,Ion Thruster,13700.89,Black Token,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685824807
2012-04-02 01:57:18,2461064600,600,Ion Thruster,13700.89,Trade Cadet,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685824804
2012-04-02 01:28:07,2461045682,5081718,Pyerite,6.55,Clasina,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685741810
2012-04-02 01:28:07,2461045681,35745,Pyerite,6.55,Lord Inter,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685741807
2012-04-02 01:28:07,2461045680,2907519,Pyerite,6.55,Corvin Kurvora,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685741804
2012-04-02 01:28:07,2461045679,1000000,Pyerite,6.55,Yanillips,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685741801
2012-04-02 01:28:07,2461045678,975018,Pyerite,6.55,Federick goodfather,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685741798
2012-04-02 01:27:43,2461045430,42826441,Pyerite,6.45,Tiki Torch,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685740718
2012-04-02 01:26:21,2461044561,210000,Nocxium,768.94,corthosin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685737013
2012-04-02 01:09:49,2461033817,2,Medium Cargohold Optimization I,5349999.99,KC Tcholok,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685689689
2012-04-02 01:06:16,2461031664,1,Covert Ops Cloaking Device II,7183388.86,Svendai,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685679504
2012-04-02 01:05:51,2461031378,4,Expanded Cargohold II,629987.97,Lucy Mot'su,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685678352
2012-04-02 01:04:54,2461030754,4,Nanofiber Internal Structure II,522877.98,Mr Fisherman,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685675810
2012-04-02 01:04:22,2461030411,1,10MN Afterburner II,1352999.99,Pride Bambini,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685674380
2012-04-02 01:02:47,2461029426,1,Prorator,98999986.97,Drak Dresari,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685669373
2012-04-01 22:36:40,2460921785,14,Armor Explosive Hardener II,1385098.24,Olaf Fidnur,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685181452
2012-04-01 22:24:41,2460910529,110,Armor Explosive Hardener II,1385098.24,Olaf Fidnur,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685133152
2012-04-01 22:24:36,2460910450,30,Armor Explosive Hardener II,1385098.28,Tyrasia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685132840
2012-04-01 22:24:31,2460910370,7,Armor Explosive Hardener II,1385098.30,Kragoth Solette,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685132487
2012-04-01 22:24:18,2460910163,44,Armor Explosive Hardener II,1385098.32,Chris Kord,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685131627
2012-04-01 22:24:14,2460910107,3,Armor Explosive Hardener II,1385098.33,SPEACMANRIES,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685131397
2012-04-01 22:07:49,2460894599,1,Armor Explosive Hardener II,1475105.00,Valleriaa,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685063193
2012-04-01 22:07:10,2460893896,144,Large Shield Transporter II,1101185.01,Lightdarkness,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685059764
2012-04-01 22:07:04,2460893818,49,Large Shield Transporter II,1101185.02,Lunar Wolf Saisima,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685059413
2012-04-01 22:06:53,2460893634,45,Large Shield Transporter II,1101185.09,Tyrasia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685058703
2012-04-01 22:06:39,2460893389,20,Synth Drop Booster,1699000.00,Sisina,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5685057725
2012-04-01 22:03:49,2460890508,8,Large Shield Transporter II,1101185.11,Chris Kord,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685046110
2012-04-01 22:02:49,2460889572,62,Large Shield Transporter II,1101185.12,Bommel Nett,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685041382
2012-04-01 21:58:59,2460885932,1,Armor Explosive Hardener II,1475105.00,Lena Shift,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685025390
2012-04-01 21:58:16,2460885175,1,Armor Explosive Hardener II,1475105.00,Ziona Oli,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685022189
2012-04-01 21:55:27,2460882314,1,Armor Explosive Hardener II,1475105.00,Liberty2k,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5685008991
2012-04-01 21:49:27,2460876285,3,Armor Explosive Hardener II,1475105.00,Lena Shift,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5684982337
2012-04-01 21:47:09,2460873906,1,Armor Explosive Hardener II,1475105.00,Lanka Heluene,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5684970899
2012-04-01 10:34:21,2460201025,1,Armor Explosive Hardener II,1475105.00,Trinity Marv,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681946192
2012-04-01 10:28:35,2460196053,1,Armor Explosive Hardener II,1475105.00,Indus Treel,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681924769
2012-04-01 10:10:44,2460180713,1,Armor Explosive Hardener II,1475105.00,ToRinno,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681859308
2012-04-01 10:10:32,2460180570,1,Armor Explosive Hardener II,1475105.00,Livilia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681858632
2012-04-01 10:09:49,2460180003,4,Armor Explosive Hardener II,1475105.00,Serafina Sofia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681855704
2012-04-01 10:05:05,2460176057,1,Armor Explosive Hardener II,1475105.00,Smokabul,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681838650
2012-04-01 09:33:43,2460150733,1,Armor Explosive Hardener II,1475105.00,Alezra,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681725570
2012-04-01 09:33:31,2460150560,1,Armor Explosive Hardener II,1475105.00,Armorall 171,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681724852
2012-04-01 09:27:08,2460145283,2,Armor Explosive Hardener II,1475105.00,Syltmonstret,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681701551
2012-04-01 09:12:15,2460132675,1,Armor Explosive Hardener II,1475105.00,twojakes1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681645998
2012-04-01 09:10:35,2460131186,9,Armor Explosive Hardener II,1475105.00,Dankira,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5681640098
2012-04-01 05:02:24,2459959838,1,Armor Explosive Hardener II,1475105.00,rakudo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5680867450
2012-04-01 04:58:54,2459957759,1,Armor Explosive Hardener II,1475105.00,Sartorius Excelsior,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5680857651
2012-04-01 04:38:31,2459945753,3,Armor Explosive Hardener II,1475105.00,Yawina,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5680802758
2012-03-31 05:26:38,2458822410,1,Minmatar Shuttle,17000.00,Abenstein 2nd,Avele V - Moon 11 - CreoDron Warehouse,Buy,Personal,5675757932
2012-03-31 03:57:03,2458771103,10000,Scourge Heavy Missile,75.00,WildNova,Bereye III - Moon 1 - Roden Shipyards Factory,Buy,Personal,5675527267
2012-03-28 20:30:30,2456617547,2,Nemesis,20749996.00,Gislind Vanderberg,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5665700017
2012-03-28 20:05:50,2456594448,1,Nemesis,20749996.00,Daario Naharis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5665597931
2012-03-28 20:03:03,2456591931,1,Nemesis,20749996.00,Jovi Pathfinder,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5665585545
2012-03-28 19:53:32,2456582710,1,Nemesis,20749996.00,Auhsoj Halldoro,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5665544593
2012-03-28 19:23:59,2456554672,1,Nemesis,20749996.00,ARTIST JACK,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5665419290
2012-03-28 19:20:36,2456551422,4,Nemesis,20749996.00,Tante Emma1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5665405016
2012-03-28 05:19:57,2456132569,392,EM Ward Field II,1048999.00,MasterZap,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663500225
2012-03-28 05:18:39,2456131959,1,EM Ward Field II,1048999.00,Hamster Pie,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663497605
2012-03-28 05:14:29,2456129676,4,EM Ward Field II,1058998.00,Gemma JitaIx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663487318
2012-03-28 04:43:29,2456114350,1,EM Ward Field II,1048999.00,Ginaz Warrior,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663417406
2012-03-28 04:43:13,2456114187,1,EM Ward Field II,1048999.00,Ckalorik,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663416733
2012-03-28 04:42:41,2456113909,2,EM Ward Field II,1048999.00,Xanu Nanadus,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663415636
2012-03-28 04:37:04,2456111135,2,EM Ward Field II,1048999.00,Icis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663402484
2012-03-28 04:34:32,2456109874,1,EM Ward Field II,1048999.00,Alice Capone,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663396223
2012-03-28 04:29:20,2456107305,1,EM Ward Field II,1048999.00,Andorre,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663384332
2012-03-28 04:20:14,2456102329,2,EM Ward Field II,1048999.00,DJvenim,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663361914
2012-03-28 04:16:13,2456100388,18,EM Ward Field II,1048999.00,Intaka Ozuwara,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663352468
2012-03-28 03:32:50,2456077989,1,EM Ward Field II,1048999.00,FoolMeOnce,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663252539
2012-03-28 03:30:48,2456076838,1,EM Ward Field II,1048999.00,Carkereb Dimaloun,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663246794
2012-03-28 03:30:19,2456076609,1,EM Ward Field II,1048999.00,Sunny Blondt,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663245800
2012-03-28 03:25:42,2456074158,1,EM Ward Field II,1048999.00,Kelderos,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663234344
2012-03-28 03:24:33,2456073524,1,EM Ward Field II,1100000.03,nkyrtre,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663231750
2012-03-28 03:20:33,2456071296,1,EM Ward Field II,1048999.00,Kyorin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663221284
2012-03-28 03:16:17,2456069316,1,EM Ward Field II,1048999.00,Janny Lee,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663211631
2012-03-28 03:12:40,2456067747,1,EM Ward Field II,1048999.00,Ur Shanabi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663204577
2012-03-28 03:10:46,2456066818,1,EM Ward Field II,1048999.00,Moonguide,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663199555
2012-03-28 03:10:40,2456066770,2,EM Ward Field II,1048999.00,uno muerto,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663199349
2012-03-28 03:09:34,2456066199,2,EM Ward Field II,1048999.00,Kate Fallwater,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663196874
2012-03-28 03:07:53,2456065361,1,EM Ward Field II,1048999.00,Fata Mea,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663192948
2012-03-28 03:07:49,2456065326,7,EM Ward Field II,1048999.00,moss monster,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663192786
2012-03-28 02:58:59,2456060985,3,EM Ward Field II,1048999.00,Wedge Antillles Yatolila,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5663171911
2012-03-28 01:27:11,2456009221,60,EM Ward Field II,1048999.00,Koemgen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662933336
2012-03-28 00:33:08,2455977462,4,EM Ward Field II,1048999.00,Silky Bunny,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662787359
2012-03-28 00:32:47,2455977256,1,EM Ward Field II,1048999.00,Marshall Timothy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662786478
2012-03-28 00:24:41,2455972393,2,EM Ward Field II,1048999.00,Teros Solette,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662763780
2012-03-28 00:24:10,2455972097,1,EM Ward Field II,1048999.00,Fahck,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662762522
2012-03-28 00:21:12,2455970440,2,EM Ward Field II,1048999.00,Reaperace,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662754236
2012-03-28 00:09:49,2455963524,30,EM Ward Field II,1048999.00,Superkasper,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662723120
2012-03-28 00:08:52,2455962814,1,EM Ward Field II,1048999.00,Physicon Ionavor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662720328
2012-03-28 00:08:49,2455962770,1,EM Ward Field II,1048999.00,ExDex,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662720147
2012-03-28 00:05:12,2455960519,1,EM Ward Field II,1048999.00,HAX Mistress,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662709826
2012-03-28 00:01:50,2455958354,1,EM Ward Field II,1048999.00,Lazaro9959,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662700493
2012-03-28 00:00:06,2455957352,1,EM Ward Field II,1048999.00,Lawlessness,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662695101
2012-03-27 23:56:16,2455955008,1,EM Ward Field II,1048999.00,Thompsonicus,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662683967
2012-03-27 23:55:20,2455954436,1,EM Ward Field II,1048999.00,Varukka Sault,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662681444
2012-03-27 23:46:22,2455949007,1,EM Ward Field II,1058998.00,Shang Fei,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662656211
2012-03-27 23:42:16,2455946533,1,EM Ward Field II,1048999.00,Jukejoint Jezabel,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662645238
2012-03-27 23:38:57,2455944548,1,EM Ward Field II,1048999.00,Novanny,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662635540
2012-03-27 23:37:19,2455943588,1,EM Ward Field II,1048999.00,Bluebeard,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662631351
2012-03-27 23:31:45,2455940201,1,EM Ward Field II,1048999.00,Leonardo Vascez,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662615686
2012-03-27 23:30:38,2455939497,2,EM Ward Field II,1048999.00,bazoo187,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5662611648
2012-03-27 16:44:29,2455592726,7,10MN MicroWarpdrive II,2146998.00,xAnge1x,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660995935
2012-03-27 16:27:44,2455579770,2,10MN MicroWarpdrive II,2146998.00,Tondor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660935110
2012-03-27 16:09:25,2455564780,1,10MN MicroWarpdrive II,2146998.00,futurekilled,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660866787
2012-03-27 16:08:16,2455563923,1,10MN MicroWarpdrive II,2146998.00,NOOB MONGER,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660863045
2012-03-27 16:06:36,2455562749,1,10MN MicroWarpdrive II,2146998.00,Jack Mehhoff,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660857844
2012-03-27 16:03:08,2455560293,1,10MN MicroWarpdrive II,2146998.00,AymenB1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660845452
2012-03-27 15:56:20,2455554729,4,10MN MicroWarpdrive II,2146998.00,ElChikkiChikki,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660820092
2012-03-27 14:57:40,2455514091,2,10MN MicroWarpdrive II,2146998.00,CJsonic,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660627332
2012-03-27 14:55:45,2455512768,1,10MN MicroWarpdrive II,2146998.00,Johnny Pagoda,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660620329
2012-03-27 14:54:11,2455511701,1,10MN MicroWarpdrive II,2146998.00,Kosmic Roger,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660615775
2012-03-27 14:48:31,2455508121,1,10MN MicroWarpdrive II,2152999.99,Charles Maonaigh,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660598238
2012-03-27 14:45:28,2455506104,1,10MN MicroWarpdrive II,2146998.00,Moonstaff,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660588263
2012-03-27 14:38:26,2455501393,1,10MN MicroWarpdrive II,2146998.00,BillyBob Tucker,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660566721
2012-03-27 14:22:20,2455490887,1,10MN MicroWarpdrive II,2146998.00,RoastBeefSmasher,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660517378
2012-03-27 14:21:50,2455490561,40,10MN MicroWarpdrive II,2146998.00,Kreana Nolen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5660515947
